date;identifiant;longitude;latitude;altitude;duree;distance;vitesse;distance_cum
07/04/2020;1;7,262683864;43,71645087;101,8;870;19,01551885;11,40931131;2885,614498
07/04/2020;1;7,262622735;43,71662979;102,5;876;20,49239486;12,29543691;2906,106893
07/04/2020;1;7,262550898;43,71677747;103,2;882;17,40684705;10,44410823;2923,51374
07/04/2020;1;7,26261332;43,7169614;103,9;888;21,05852374;12,63511425;2944,572264
07/04/2020;1;7,262711877;43,71712137;104,6;894;19,47169017;11,6830141;2964,043954
07/04/2020;1;7,262735089;43,7172819;105,2;900;17,94704038;10,76822423;2981,990994
07/04/2020;1;7,262831194;43,71747857;105,9;906;23,19240378;13,91544227;3005,183398
07/04/2020;1;7,262918899;43,71765339;106,6;912;20,67759658;12,40655795;3025,860995
07/04/2020;1;7,263061387;43,71785692;107,3;918;25,36371984;15,2182319;3051,224714
07/04/2020;1;7,263202871;43,71804523;108;924;23,8270577;14,29623462;3075,051772
07/04/2020;1;7,263144776;43,71818664;108,8;930;16,40266572;9,841599433;3091,454438
07/04/2020;1;7,263072154;43,71836001;109,5;936;20,14195035;12,08517021;3111,596388
07/04/2020;1;7,26308589;43,71850541;110,3;942;16,2053191;9,723191463;3127,801707
07/04/2020;1;7,262986924;43,71870639;111,1;948;23,72128972;14,23277383;3151,522997
07/04/2020;1;7,262904135;43,7189195;111,8;954;24,61297156;14,76778294;3176,135969
07/04/2020;1;7,262852371;43,71908035;112,6;960;18,36304882;11,01782929;3194,499017
07/04/2020;1;7,26277504;43,71925846;113,3;966;20,75720724;12,45432434;3215,256225
07/04/2020;1;7,262813845;43,71942651;114;972;18,94476628;11,36685977;3234,200991
07/04/2020;1;7,262860606;43,71958724;114,7;978;18,26314325;10,95788595;3252,464134
07/04/2020;1;7,262989128;43,71977144;115,3;984;22,93881197;13,76328718;3275,402946
07/04/2020;1;7,263211543;43,71974144;115,9;990;18,18252616;10,9095157;3293,585472
07/04/2020;1;7,263570332;43,71983587;116,4;996;30,68599027;18,41159416;3324,271463
07/04/2020;1;7,263859858;43,71984644;116,8;1002;23,29709117;13,9782547;3347,568554
07/04/2020;1;7,264080778;43,71989405;117,2;1008;18,52649631;11,11589778;3366,09505
07/04/2020;1;7,264112685;43,72002178;117,4;1014;14,43266337;8,659598023;3380,527713
07/04/2020;1;7,264166799;43,72017919;117,5;1020;18,03520814;10,82112489;3398,562922
07/04/2020;1;7,26422601;43,72032477;117,4;1026;16,87232892;10,12339735;3415,43525
07/04/2020;1;7,2643454;43,72049421;117,3;1032;21,14309475;12,68585685;3436,578345
07/04/2020;1;7,264597365;43,72052009;116,9;1038;20,45211287;12,27126772;3457,030458
07/04/2020;1;7,264683389;43,72037333;116,5;1044;17,72292256;10,63375354;3474,753381
07/04/2020;1;7,264603332;43,72017374;115,8;1050;23,10733733;13,8644024;3497,860718
07/04/2020;1;7,264561136;43,71998632;115,1;1056;21,11451521;12,66870912;3518,975233
07/04/2020;1;7,264664661;43,7198651;114,2;1062;15,83997651;9,503985908;3534,81521
07/04/2020;1;7,264850516;43,71978863;113,2;1068;17,18696007;10,31217604;3552,00217
07/04/2020;1;7,265118863;43,7197815;112,1;1074;21,57998563;12,94799138;3573,582155
07/04/2020;1;7,265330903;43,71984725;110,9;1080;18,54254309;11,12552585;3592,124698
07/04/2020;1;7,26534697;43,71999291;109,6;1086;16,24780945;9,748685672;3608,372508
07/04/2020;1;7,26548329;43,72006145;108,3;1092;13,34508019;8,007048117;3621,717588
07/04/2020;1;7,265590758;43,71990664;106,9;1098;19,2590005;11,5554003;3640,976589
07/04/2020;1;7,265589293;43,71971984;105,5;1104;20,77153079;12,46291847;3661,748119
07/04/2020;1;7,265544485;43,71960021;104,1;1110;13,78099568;8,268597408;3675,529115
07/04/2020;1;7,265564215;43,71943273;102,6;1116;18,6904433;11,21426598;3694,219558
07/04/2020;1;7,265572961;43,71933014;101,2;1122;11,42935826;6,857614959;3705,648917
07/04/2020;1;7,265404755;43,71919026;99,7;1128;20,60730228;12,36438137;3726,256219
07/04/2020;1;7,265225487;43,71897378;98,3;1134;28,05334039;16,83200423;3754,309559
07/04/2020;1;7,265189549;43,71885245;96,9;1140;13,79733588;8,27840153;3768,106895
07/04/2020;1;7,265074675;43,71869434;95,6;1146;19,8575961;11,91455766;3787,964491
07/04/2020;1;7,264879999;43,71847326;94,4;1152;29,13910576;17,48346346;3817,103597
07/04/2020;1;7,264802337;43,71837868;93,2;1158;12,2289783;7,33738698;3829,332575
07/04/2020;1;7,264635832;43,71819145;92,2;1164;24,74863255;14,84917953;3854,081208
07/04/2020;1;7,264492209;43,71803735;91,2;1170;20,66015449;12,39609269;3874,741362
07/04/2020;1;7,264302752;43,71786832;90,4;1176;24,18857498;14,51314499;3898,929937
07/04/2020;1;7,264247514;43,71771124;89,6;1182;18,02171042;10,81302625;3916,951648
07/04/2020;1;7,264107356;43,71747396;88,9;1188;28,68805848;17,21283509;3945,639706
07/04/2020;1;7,264105312;43,71734018;88,3;1194;14,87609159;8,925654954;3960,515798
07/04/2020;1;7,264049272;43,7171485;87,8;1200;21,78428962;13,07057377;3982,300087
07/04/2020;1;7,263985489;43,71696318;87,2;1206;21,23454547;12,74072728;4003,534633
07/04/2020;1;7,263874316;43,71677404;86,7;1212;22,85082959;13,71049775;4026,385463
07/04/2020;1;7,263725963;43,71656098;86,1;1218;26,52214268;15,91328561;4052,907605
07/04/2020;1;7,263537702;43,71641168;85,6;1224;22,46157915;13,47694749;4075,369184
07/04/2020;1;7,263327304;43,71622532;85;1230;26,74581941;16,04749165;4102,115004
07/04/2020;1;7,263335868;43,71603143;84,4;1236;21,57100445;12,94260267;4123,686008
07/04/2020;1;7,263315548;43,71582339;83,8;1242;23,19065499;13,91439299;4146,876663
07/04/2020;1;7,263463597;43,71571649;83,2;1248;16,81882699;10,09129619;4163,69549
07/04/2020;1;7,26373007;43,71572371;82,6;1254;21,43142011;12,85885206;4185,12691
07/04/2020;1;7,263998618;43,71574972;81,9;1260;21,77580661;13,06548396;4206,902717
07/04/2020;1;7,264330487;43,71577017;81,3;1266;26,768724;16,0612344;4233,671441
07/04/2020;1;7,264619923;43,71571701;80,7;1272;24,00079995;14,40047997;4257,672241
07/04/2020;1;7,264882534;43,71565771;80,1;1278;22,11197777;13,26718666;4279,784219
07/04/2020;1;7,265112625;43,71564646;79,4;1284;18,53452143;11,12071286;4298,31874
07/04/2020;1;7,265441292;43,71557591;78,8;1290;27,55479647;16,53287788;4325,873537
07/04/2020;1;7,265660189;43,7155329;78,2;1296;18,23153242;10,93891945;4344,105069
07/04/2020;1;7,26569219;43,71539057;77,6;1302;16,03423176;9,620539059;4360,139301
07/04/2020;1;7,265647051;43,71518338;77;1308;23,32222351;13,99333411;4383,461524
07/04/2020;1;7,265630084;43,71503132;76,4;1314;16,96289495;10,17773697;4400,424419
07/04/2020;1;7,265515133;43,71474332;75,8;1320;33,33013232;19,99807939;4433,754552
07/04/2020;1;7,265468169;43,71453942;75,2;1326;22,98493162;13,79095897;4456,739483
07/04/2020;1;7,265442405;43,71433949;74,7;1332;22,32776489;13,39665894;4479,067248
07/04/2020;1;7,265422112;43,71414519;74,3;1338;21,66668104;13,00000863;4500,733929
07/04/2020;1;7,265419203;43,714023;73,8;1344;13,58868716;8,153212298;4514,322616
07/04/2020;1;7,265422704;43,71386997;73,5;1350;17,01859202;10,21115521;4531,341208
07/04/2020;1;7,265417135;43,71364188;73,2;1356;25,36638474;15,21983084;4556,707593
07/04/2020;1;7,265454725;43,71343286;73,1;1362;23,43729289;14,06237573;4580,144886
07/04/2020;1;7,265448162;43,71321924;73;1368;23,75925353;14,25555212;4603,904139
07/04/2020;1;7,265462298;43,7130967;73;1374;13,67266058;8,203596349;4617,5768
07/04/2020;1;7,265511101;43,71287546;73;1380;24,91142739;14,94685644;4642,488227
07/04/2020;1;7,265530485;43,71261749;73,2;1386;28,72730195;17,23638117;4671,215529
07/04/2020;1;7,265516219;43,71245574;73,4;1392;18,02221051;10,81332631;4689,23774
07/04/2020;1;7,265506454;43,7122976;73,7;1398;17,60173135;10,56103881;4706,839471
07/04/2020;1;7,265555177;43,712119;74,1;1404;20,24193317;12,1451599;4727,081404
07/04/2020;1;7,265532311;43,71194221;74,5;1410;19,74380327;11,84628196;4746,825208
07/04/2020;1;7,265415245;43,71181917;75;1416;16,6044523;9,962671378;4763,42966
07/04/2020;1;7,265161226;43,71183708;75,5;1422;20,51349476;12,30809686;4783,943155
07/04/2020;1;7,264954492;43,71178862;76;1428;17,46783685;10,48070211;4801,410992
07/04/2020;1;7,264754219;43,71184445;76,6;1434;17,25264579;10,35158748;4818,663637
07/04/2020;1;7,264723807;43,71197443;77,2;1440;14,65820676;8,794924057;4833,321844
07/04/2020;1;7,264692775;43,71212853;77,8;1446;17,31548007;10,38928804;4850,637324
07/04/2020;1;7,264589374;43,71229448;78,5;1452;20,23792553;12,14275532;4870,87525
07/04/2020;1;7,26441111;43,7124662;79,1;1458;23,87202764;14,32321659;4894,747277
07/04/2020;1;7,264185267;43,71261325;79,7;1464;24,43067252;14,65840351;4919,17795
07/04/2020;1;7,263984587;43,71271879;80,4;1470;19,94680754;11,96808452;4939,124757
07/04/2020;1;7,263796125;43,71283552;81;1476;19,94771119;11,96862672;4959,072469
07/04/2020;1;7,263613686;43,71291264;81,7;1482;16,98652219;10,19191332;4976,058991
07/04/2020;1;7,263446642;43,7130364;82,3;1488;19,22574564;11,53544738;4995,284736
07/04/2020;1;7,263272891;43,71316562;83;1494;20,03674631;12,02204778;5015,321483
07/04/2020;1;7,263108937;43,71333354;83,6;1500;22,85339314;13,71203589;5038,174876
07/04/2020;1;7,263008094;43,71347988;84,3;1506;18,17905607;10,90743364;5056,353932
07/04/2020;1;7,262877023;43,71364919;85,1;1512;21,57309343;12,94385606;5077,927025
07/04/2020;1;7,262795978;43,71383052;85,8;1518;21,18865677;12,71319406;5099,115682
07/04/2020;1;7,262746917;43,71400208;86,6;1524;19,47955724;11,68773434;5118,595239
07/04/2020;1;7,262697992;43,71415071;87,5;1530;16,98811386;10,19286832;5135,583353
07/04/2020;1;7,262649911;43,7143306;88,4;1536;20,37285836;12,22371502;5155,956212
07/04/2020;1;7,262596703;43,71450115;89,3;1542;19,44042186;11,66425311;5175,396633
07/04/2020;1;7,262635281;43,71464118;90,2;1548;15,87663364;9,525980183;5191,273267
07/04/2020;1;7,262637154;43,71483411;91,2;1554;21,45348695;12,87209217;5212,726754
07/04/2020;1;7,262654095;43,71498397;92,2;1560;16,71939706;10,03163824;5229,446151
07/04/2020;1;7,262672376;43,71518412;93,2;1566;22,30393654;13,38236193;5251,750088
07/04/2020;1;7,262729565;43,71531957;94,1;1572;15,747245;9,448346997;5267,497333
07/04/2020;1;7,262713721;43,71545188;95,1;1578;14,76724587;8,860347521;5282,264578
07/04/2020;1;7,262789526;43,71561388;96;1584;19,01599281;11,40959569;5301,280571
07/04/2020;1;7,262752171;43,71573885;96,9;1590;14,21685804;8,530114821;5315,497429
07/04/2020;1;7,262824214;43,7159893;97,8;1596;28,4444911;17,06669466;5343,94192
07/04/2020;1;7,262802152;43,71612652;98,6;1602;15,36104754;9,216628522;5359,302968
07/04/2020;1;7,262772285;43,71625654;99,4;1608;14,65543964;8,793263785;5373,958408
07/04/2020;1;7,262702807;43,71644324;100,1;1614;21,49776231;12,89865739;5395,45617
07/04/2020;1;7,26266034;43,71657477;100,8;1620;15,01839207;9,011035244;5410,474562
07/04/2020;1;7,262607112;43,71674175;101,5;1626;19,05387143;11,43232286;5429,528433
07/04/2020;1;7,262598905;43,71690969;102,2;1632;18,68562058;11,21137235;5448,214054
07/04/2020;1;7,262670605;43,71704233;102,9;1638;15,83457023;9,50074214;5464,048624
07/04/2020;1;7,262716592;43,71715973;103,5;1644;13,56678223;8,140069335;5477,615406
07/04/2020;1;7,262755869;43,71730881;104,2;1650;16,87446547;10,12467928;5494,489872
07/04/2020;1;7,262907188;43,71746996;104,8;1656;21,65607118;12,99364271;5516,145943
07/04/2020;1;7,263011339;43,71763341;105,5;1662;20,00951435;12,00570861;5536,155457
07/04/2020;1;7,263176279;43,71777857;106,2;1668;20,88662858;12,53197715;5557,042086
07/04/2020;1;7,263183047;43,71799819;106,9;1674;24,42679867;14,6560792;5581,468885
